id,quesm2,ativcolm2,forum5,forum6,forum7,ativcolm2r,quesm2r,forum8,forum2r,aprovado,quesm1,quesm1r,forum1,forum2,forum3,forum4,ativcolm1,ativcolm1r,forum1r
7088,1,1,1,0,0,0,0,0,0,Não,0,0,0,0,0,0,1,0,0
7105,1,1,1,1,1,0,0,1,0,Sim,0,1,0,0,0,0,0,1,0
7121,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7130,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,0,0,1,1,0
7151,0,0,1,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
7155,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,0,0,0
7157,1,1,0,1,1,0,0,1,0,Sim,0,0,1,1,1,1,1,0,0
7162,1,0,1,0,0,0,1,1,1,Sim,1,0,1,1,1,1,1,0,0
7175,1,1,0,0,0,0,1,0,1,Sim,1,0,1,1,1,1,1,0,0
7193,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7194,1,1,0,1,0,0,1,1,1,Sim,0,1,1,0,0,0,0,0,1
7196,1,0,1,1,0,1,1,1,1,Não,1,1,1,1,1,1,0,1,1
7203,1,1,1,0,0,1,1,1,1,Sim,1,0,1,1,1,1,1,0,0
7226,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
7234,1,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
7245,0,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,0,0,1,0
7258,0,0,1,0,1,0,0,0,0,Não,0,0,1,1,1,1,1,0,0
7260,1,1,0,0,0,1,1,0,1,Sim,0,1,0,0,0,0,0,1,1
7275,1,1,1,1,1,0,0,1,0,Não,1,1,1,1,1,1,0,1,1
7277,1,1,1,0,0,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
7286,1,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7302,1,1,0,1,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
7311,1,0,0,0,0,1,0,0,0,Não,1,0,1,1,1,1,1,0,0
7317,1,1,1,1,1,1,1,1,1,Sim,1,1,1,1,1,1,1,1,1
7320,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7326,1,1,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
7331,1,1,0,0,0,0,0,0,0,Não,0,0,1,1,1,0,1,0,0
7367,1,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7370,1,0,1,1,1,0,0,1,0,Não,0,0,1,1,1,1,0,0,0
7393,1,0,1,1,1,0,0,0,0,Não,1,0,1,1,1,0,0,0,0
7397,0,0,0,1,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
7398,0,0,1,0,0,0,0,0,0,Não,1,0,1,1,0,0,0,0,0
7403,1,1,1,1,0,0,0,1,0,Sim,1,0,1,1,1,1,0,0,0
7447,1,1,1,0,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7454,1,1,0,0,1,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
7455,1,1,1,1,1,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
7460,0,0,0,0,0,1,1,0,0,Não,0,0,1,1,1,1,0,0,0
7466,1,1,1,1,1,0,0,1,0,Sim,1,0,0,1,0,1,1,0,0
7471,1,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7480,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7486,1,0,1,1,1,0,0,1,0,Não,0,0,1,1,1,1,0,0,0
7492,1,1,0,0,0,0,0,1,0,Sim,1,0,0,0,0,0,0,0,0
7493,1,1,1,1,1,0,1,1,1,Sim,0,0,1,1,1,1,1,1,1
7527,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
7540,0,1,1,1,1,0,0,1,0,Sim,0,1,1,1,1,1,1,0,0
7543,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
7546,0,1,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
7547,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
7550,1,1,1,1,1,0,0,1,0,Não,0,0,1,1,1,1,1,0,0
7556,1,1,1,0,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7569,0,0,0,0,0,0,0,0,0,Não,1,1,1,1,1,1,0,1,0
7588,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7595,1,1,1,0,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7598,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
7606,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7611,1,0,0,0,0,1,1,0,0,Sim,0,1,1,1,1,1,0,1,1
7624,1,0,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,0,0,0
7630,1,0,0,1,0,0,0,0,0,Não,0,1,1,1,1,1,1,0,0
7637,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7663,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,0,1,0,0
7667,1,0,1,1,1,1,1,1,1,Sim,0,1,1,1,1,1,0,1,1
7681,1,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,0,0,0
7685,1,1,0,0,0,1,0,0,0,Sim,0,1,0,0,1,0,1,1,1
7703,1,1,1,0,1,0,0,1,0,Não,0,1,1,1,1,1,1,0,0
7712,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
7717,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7719,1,1,1,0,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7820,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
7826,1,0,1,0,1,0,0,1,0,Não,0,1,1,1,0,1,0,1,1
7842,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,1,0,0,0
7845,0,0,1,1,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
7855,1,0,0,0,0,0,0,0,0,Não,1,1,0,0,0,0,0,0,0
7859,1,0,1,1,1,0,1,1,0,Sim,0,1,1,1,1,1,0,0,0
7877,1,0,1,1,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
7897,1,1,1,1,1,0,0,1,0,Não,1,0,0,0,0,0,0,0,0
7939,1,0,1,0,0,0,0,0,0,Não,1,0,1,1,1,0,1,0,0
7950,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
7952,1,1,1,0,1,0,1,1,0,Sim,1,0,1,1,1,1,1,0,0
7963,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7966,1,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,0,0,0
7973,1,1,1,1,1,0,0,1,0,Não,0,1,1,1,1,0,1,1,1
7981,1,1,0,0,0,0,0,0,1,Sim,1,0,1,1,1,1,1,0,0
7987,1,1,1,1,1,0,0,1,0,Sim,0,0,1,1,1,1,1,0,0
7993,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,0,0,0,0,0
7995,1,1,0,1,0,1,1,0,1,Não,0,1,1,0,0,0,0,1,1
8027,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
8033,1,1,0,1,1,0,0,0,1,Sim,1,1,1,1,1,1,1,0,0
8038,1,0,0,1,0,0,1,1,1,Não,1,1,1,1,1,0,0,0,1
8048,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8050,1,1,1,0,0,1,0,0,0,Sim,1,0,1,0,0,1,1,1,1
8062,0,0,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
8072,0,1,0,0,0,0,0,0,0,Sim,1,0,1,1,1,0,1,0,0
8077,1,0,1,1,1,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
8079,1,1,1,0,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8086,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
8105,1,1,1,1,0,0,0,0,0,Sim,1,1,1,1,1,1,1,0,1
8107,1,1,1,1,0,0,0,1,1,Não,0,1,1,1,1,0,0,0,1
8114,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,0,0,0,0
8117,1,1,1,1,1,0,0,1,0,Não,1,0,0,0,0,0,0,0,0
8119,0,0,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
8133,0,0,1,1,0,1,0,1,0,Não,0,1,0,0,0,0,0,0,1
8147,1,1,1,1,0,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
8165,1,0,1,1,1,1,1,0,0,Sim,1,1,1,1,1,1,1,0,0
8166,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
8171,1,0,1,0,1,1,0,1,1,Sim,1,1,1,1,1,0,0,1,1
8190,1,1,1,0,1,0,1,1,0,Sim,1,1,1,1,1,1,1,0,0
8204,0,0,0,1,0,0,0,0,1,Não,1,0,1,1,1,1,1,0,0
8225,1,1,1,1,1,0,0,1,0,Sim,0,1,1,1,1,1,1,1,1
8255,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
8257,1,1,1,1,1,0,0,1,0,Não,0,1,1,1,1,1,1,0,0
8274,0,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8275,0,0,0,0,0,0,1,0,1,Não,0,0,1,0,0,0,0,0,0
8279,0,1,0,1,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
8280,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,0,0,0,0
8288,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
8304,1,0,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
8309,1,0,1,1,1,0,0,1,1,Sim,1,1,1,1,1,1,0,0,0
8318,1,1,1,1,1,0,1,0,0,Sim,1,0,1,1,1,1,1,0,0
8325,0,0,1,1,1,1,0,0,0,Não,0,0,1,1,1,1,1,0,0
8388,1,1,1,1,0,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
8390,0,0,0,0,0,0,0,0,0,Não,1,1,0,0,0,0,0,0,0
8403,1,1,1,1,0,0,0,0,0,Sim,1,0,1,1,1,0,1,0,0
8411,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
8425,0,0,0,1,0,0,1,0,0,Não,1,1,0,0,0,0,0,1,1
8447,0,0,0,0,0,0,0,0,0,Não,1,0,0,0,0,0,0,0,0
8450,1,0,1,1,1,0,0,1,0,Sim,0,0,1,1,1,1,1,0,0
8474,0,0,0,1,0,0,0,0,0,Não,0,0,1,1,1,0,0,0,0
8480,1,1,1,0,1,0,0,1,0,Sim,1,1,1,1,1,1,0,0,0
8554,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
8561,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8565,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8574,1,1,0,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,1,1
8575,1,1,0,0,0,0,0,0,0,Sim,0,1,0,0,0,0,1,1,0
8602,1,1,1,1,1,0,0,1,1,Sim,1,0,1,1,1,1,1,0,1
8635,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
8679,0,1,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
8681,1,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8682,0,0,0,0,0,0,1,0,0,Não,0,1,0,0,0,0,0,0,0
8685,0,0,0,1,0,1,1,0,1,Não,1,1,1,1,1,0,0,1,1
8695,1,1,0,0,0,0,0,0,0,Não,1,0,1,1,0,1,1,0,0
8700,1,1,1,1,0,0,0,0,0,Não,0,1,1,1,1,1,1,1,1
8703,1,1,0,0,0,0,0,0,0,Não,0,0,1,1,0,0,0,0,1
8712,1,1,1,1,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
8716,1,1,1,1,1,0,0,0,0,Sim,0,1,0,0,0,0,0,1,1
8722,1,1,1,0,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8725,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,0,0,0
8749,0,1,1,1,1,1,1,0,1,Não,1,0,1,1,1,1,1,0,0
8760,0,1,1,0,0,0,1,0,1,Não,0,1,0,0,0,0,0,0,1
8781,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
8800,1,0,0,0,0,0,1,0,1,Não,0,1,1,0,1,0,0,0,0
8856,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8877,1,1,1,0,1,0,1,1,1,Sim,1,1,1,1,1,1,1,0,0
8884,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
8906,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8909,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
8914,0,1,1,1,1,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
8931,1,1,1,0,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
8933,1,1,0,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
8935,0,0,1,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
8936,1,0,1,0,1,0,0,1,0,Sim,0,1,1,1,1,1,0,0,1
8940,1,1,0,0,0,1,0,0,0,Sim,1,0,1,1,1,1,1,0,0
8941,0,0,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
8968,1,1,1,0,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
8982,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
8999,1,1,1,1,1,1,0,0,1,Não,1,0,1,1,1,1,1,0,0
9003,1,1,1,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
9005,1,0,0,0,0,0,0,0,0,Não,0,1,0,0,0,0,0,0,0
9011,0,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
9023,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
9025,1,1,1,1,1,0,1,1,0,Não,1,1,1,1,1,1,1,0,1
9027,1,1,0,0,1,1,1,0,1,Sim,1,1,1,1,0,0,0,1,1
9028,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,0,1,0,0
9035,0,1,1,1,1,0,0,0,0,Não,1,0,1,0,1,1,1,0,0
9050,1,0,0,0,0,0,1,0,0,Não,0,1,0,0,0,0,0,0,0
9057,0,0,1,1,1,1,1,1,1,Não,1,0,1,1,1,1,1,0,0
9063,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
9065,1,0,1,0,0,0,0,0,0,Não,1,0,1,0,0,0,1,0,0
9082,1,1,1,1,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
9091,1,1,1,0,1,0,0,1,0,Não,1,1,1,1,1,1,1,0,0
9101,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
9104,1,0,1,0,0,1,1,0,1,Sim,1,0,1,1,1,1,1,0,0
9106,1,0,0,0,0,1,1,0,1,Sim,0,1,1,0,0,0,0,1,0
9123,1,0,0,0,0,0,1,0,0,Não,0,0,0,0,0,0,0,0,0
9132,1,1,1,1,1,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
9141,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,1
9155,1,0,1,0,1,0,0,1,0,Não,1,0,1,1,1,1,0,0,0
9168,0,0,0,0,0,0,0,0,0,Sim,0,0,1,1,1,1,0,0,0
9169,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,0,0,0,0
9170,1,1,1,1,1,0,0,0,0,Sim,0,1,1,1,1,1,1,0,0
9171,1,1,0,0,0,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
9195,1,0,1,0,1,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
9197,0,0,0,0,0,1,1,0,1,Sim,0,1,0,0,0,0,0,1,0
9200,1,0,0,1,0,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
9212,0,0,1,1,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
9217,1,1,1,1,1,1,0,1,0,Não,1,1,1,1,1,1,1,0,0
9224,1,1,1,0,0,0,0,0,0,Sim,0,1,1,1,1,1,1,0,1
9233,1,1,1,1,1,0,1,0,0,Sim,1,0,1,1,1,1,1,0,0
9250,1,1,1,0,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
9265,0,0,0,0,0,0,1,0,1,Não,1,1,1,1,1,1,1,0,0
9283,0,0,0,0,0,0,0,0,1,Não,0,0,0,0,0,0,0,0,0
9288,0,1,1,1,0,0,0,0,0,Não,0,0,1,1,0,0,1,0,1
9298,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,0,0,0,0,0
9304,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
9306,0,1,0,0,0,0,0,0,0,Não,0,0,1,1,0,0,1,0,0
9314,1,1,1,0,0,0,0,1,0,Não,1,1,1,1,1,1,1,0,0
9323,1,1,0,0,0,1,1,0,1,Não,1,1,1,1,0,1,1,1,1
9326,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
9332,1,0,1,0,0,0,1,0,1,Não,1,1,1,1,1,1,1,0,0
9336,0,0,0,0,0,0,1,0,0,Não,0,1,1,0,0,0,0,0,0
9337,1,1,1,0,0,1,1,0,1,Sim,1,0,1,1,1,1,1,0,0
9340,0,1,1,1,0,1,1,0,1,Não,1,0,1,1,1,1,1,0,0
9368,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,1,0,0
9372,1,1,1,1,0,0,0,1,0,Sim,1,0,1,1,1,1,0,0,0
9379,1,1,1,0,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
9389,1,1,1,1,0,0,1,1,0,Sim,0,1,1,1,1,1,0,1,1
9395,1,0,1,1,1,0,0,1,0,Sim,1,0,1,1,0,1,1,0,0
9408,0,0,0,0,0,0,0,0,0,Não,0,1,1,0,0,0,0,0,0
9409,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,0,0,0,0
9447,1,1,0,0,0,1,1,0,1,Sim,1,0,1,1,1,1,1,0,0
9453,1,0,0,0,0,0,1,0,0,Não,1,1,1,1,1,1,0,1,1
9462,1,1,1,1,1,0,0,1,0,Não,1,1,1,1,1,1,1,0,0
9472,0,0,0,0,0,1,1,0,0,Sim,1,1,1,1,1,1,1,0,0
9475,1,1,1,1,1,0,0,1,1,Sim,1,0,1,1,1,1,1,0,0
9488,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
9492,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
9495,1,0,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,0,0,0
9496,0,1,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
9503,1,1,1,1,1,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
9523,0,0,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
9567,0,0,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
9571,0,0,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
9605,0,1,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
9606,0,0,0,0,0,0,0,0,0,Não,1,1,1,1,1,1,0,0,0
9634,1,1,1,1,0,0,0,1,1,Não,1,1,1,0,1,1,0,1,1
9646,1,1,1,0,0,1,1,0,1,Sim,1,0,1,1,1,1,1,0,0
9670,1,1,1,0,0,0,1,0,0,Sim,1,1,1,1,0,1,1,0,0
9676,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
9695,0,1,0,0,0,1,1,1,1,Sim,1,0,1,1,1,1,1,0,0
9705,0,0,0,0,0,0,0,0,0,Não,1,0,1,0,0,0,0,0,0
9712,0,0,1,0,0,0,0,0,0,Não,0,0,1,1,1,1,1,0,0
9732,0,0,1,0,1,1,1,1,1,Sim,0,1,1,1,1,1,0,1,1
9739,0,0,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
9745,1,1,1,1,1,0,1,1,0,Sim,0,1,1,1,1,0,0,1,1
9765,1,0,1,1,1,0,0,1,0,Não,0,1,1,1,1,0,0,0,0
9767,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
9787,0,0,0,0,0,0,1,0,1,Não,0,0,1,1,1,0,0,0,0
9788,1,0,1,1,1,1,1,0,1,Sim,1,1,1,1,1,1,0,1,1
9799,1,0,1,1,0,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
9803,1,1,1,1,1,1,0,1,0,Não,1,0,1,1,1,1,1,0,0
9809,1,1,1,1,1,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
9825,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,0,0,0
9832,1,0,1,0,1,1,1,1,1,Não,1,1,1,1,0,1,1,1,1
9836,0,1,1,0,1,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
9840,1,1,1,1,1,0,1,1,0,Sim,1,1,1,1,1,1,1,0,0
9861,1,0,0,0,0,0,0,0,0,Não,1,0,1,0,0,0,0,0,0
9867,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
9875,1,1,1,0,1,0,0,1,0,Sim,0,1,1,1,1,1,1,1,1
9880,1,1,1,0,0,1,1,1,0,Sim,0,1,1,1,1,1,0,1,1
9886,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
9893,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
9898,1,1,1,0,1,0,1,1,0,Não,1,1,1,0,1,0,1,0,1
9917,1,1,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
9940,1,1,1,0,0,1,1,0,1,Sim,1,0,1,1,1,1,1,0,0
9968,1,1,1,1,1,0,0,1,0,Não,0,1,1,1,1,1,1,0,0
9978,1,0,1,1,0,0,0,0,0,Não,0,0,1,1,1,1,1,0,0
9981,0,1,0,1,0,1,1,1,1,Sim,1,0,1,1,1,1,1,0,0
9983,1,1,1,1,1,0,1,1,0,Não,1,1,1,1,1,1,1,0,0
9992,1,1,1,1,0,0,0,1,0,Sim,1,0,1,1,1,1,0,0,0
9998,0,0,1,1,1,0,0,1,0,Não,0,0,1,1,0,0,0,0,0
10000,1,1,0,0,0,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
10002,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
10007,0,0,0,1,1,0,0,0,0,Não,0,0,1,1,1,1,1,0,0
10009,1,1,1,0,0,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
10017,1,1,1,1,1,1,1,1,1,Sim,0,1,1,1,0,1,0,1,1
10018,0,0,1,0,0,1,0,0,0,Não,1,0,1,1,1,1,0,1,0
10020,1,1,1,1,1,1,1,1,1,Não,1,1,1,1,1,1,1,0,0
10030,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10040,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
10043,0,0,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
10048,1,1,1,1,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10074,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
10077,1,1,1,0,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
10096,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10119,1,0,1,1,1,1,1,1,0,Sim,1,1,1,1,1,1,1,0,1
10120,1,1,0,1,1,0,0,1,0,Sim,1,0,1,0,0,0,1,0,0
10121,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,1
10144,1,1,0,0,0,1,1,0,0,Sim,1,0,1,1,1,0,1,0,0
10149,1,1,1,1,1,0,0,1,0,Não,1,1,1,1,1,1,1,0,0
10197,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
10206,1,1,1,1,1,0,1,1,0,Não,1,1,1,1,1,1,1,0,0
10211,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10224,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
10238,0,0,0,0,0,1,1,0,1,Sim,1,1,1,1,1,0,0,1,1
10265,0,0,0,0,0,0,0,0,0,Não,0,1,1,0,1,1,1,0,1
10271,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10291,1,0,1,1,1,0,0,1,0,Não,0,1,1,1,1,1,0,1,1
10328,1,1,1,1,0,0,0,1,0,Sim,0,1,1,1,1,1,1,0,0
10358,1,1,1,1,1,0,0,1,0,Sim,0,0,1,1,1,1,1,0,0
10371,1,1,1,1,1,0,0,1,0,Não,1,0,0,0,0,0,0,0,0
10374,1,1,0,0,0,1,1,1,1,Não,1,0,1,1,0,1,1,1,0
10376,1,1,1,1,1,0,0,1,0,Não,1,1,1,1,1,1,1,1,0
10383,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
10384,1,0,1,1,0,0,0,1,0,Não,1,1,1,1,1,1,1,0,0
10389,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10395,1,0,0,0,0,0,0,0,0,Não,0,0,1,1,0,0,0,0,0
10400,1,0,0,1,0,0,1,0,1,Sim,1,1,1,1,1,0,0,0,1
10410,1,1,0,0,0,1,0,0,0,Sim,0,1,1,1,1,1,0,0,1
10413,0,1,1,1,1,0,1,1,0,Sim,1,1,1,1,1,1,1,0,0
10430,1,0,1,0,0,0,1,1,1,Não,1,1,1,1,1,1,1,1,1
10438,1,1,1,1,1,0,0,1,0,Não,0,1,1,1,0,0,0,1,0
10448,1,1,0,0,0,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
10474,1,1,0,0,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10476,0,0,1,1,1,1,1,1,1,Sim,1,0,1,1,1,1,1,0,0
10518,0,0,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
10519,1,1,1,1,1,0,0,0,0,Sim,1,0,1,1,1,1,0,0,0
10528,1,0,0,1,0,0,0,0,0,Não,0,0,1,1,0,0,0,0,0
10532,1,0,1,1,1,0,0,1,0,Não,1,0,1,1,0,1,1,0,0
10538,1,1,1,0,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10543,1,1,1,1,1,1,1,1,1,Sim,1,1,1,1,1,0,1,1,1
10560,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
10562,1,1,0,0,0,0,0,0,0,Sim,1,0,1,1,1,0,1,0,0
10574,1,1,1,1,0,0,0,1,0,Sim,1,1,1,1,1,1,0,0,0
10601,1,0,0,0,0,0,1,0,0,Sim,0,1,0,0,0,0,0,0,0
10610,0,0,1,1,1,0,0,0,0,Não,1,0,1,1,1,0,1,0,0
10612,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
10636,1,1,0,0,0,1,1,0,0,Não,1,0,1,1,1,1,1,0,0
10642,0,0,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
