id,quesm2,ativcolm2,forum5,forum6,forum7,ativcolm2r,quesm2r,forum8,forum2r,aprovado,quesm1,quesm1r,forum1,forum2,forum3,forum4,ativcolm1,ativcolm1r,forum1r
3707,1,1,1,1,0,0,0,1,0,Sim,0,0,1,1,1,0,1,0,0
3718,1,1,0,0,0,1,0,0,0,Sim,0,1,0,0,0,0,0,1,1
3726,1,1,0,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
3748,0,0,0,0,0,0,0,0,0,Não,1,1,1,1,1,1,1,1,0
3750,1,1,1,1,1,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
3764,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
3777,1,1,0,0,0,1,1,0,1,Sim,1,0,1,1,1,0,1,0,0
3784,1,0,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
3787,0,0,0,0,0,0,0,0,0,Não,0,1,1,1,1,1,0,0,1
3790,0,0,1,0,1,1,1,1,1,Não,0,1,1,1,1,1,0,1,1
3791,1,1,1,1,1,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
3795,1,1,0,1,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
3822,0,1,1,0,1,1,1,1,0,Sim,0,1,1,1,1,1,1,1,0
3838,0,0,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
3841,0,0,1,0,0,0,0,0,0,Não,1,0,1,1,1,0,0,0,0
3843,1,0,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
3845,1,1,1,1,1,0,0,1,0,Não,0,1,0,0,0,1,0,1,0
3897,1,1,1,1,1,0,0,0,0,Sim,0,1,1,1,1,1,1,0,0
3903,1,0,1,1,1,1,1,0,1,Sim,1,0,1,1,1,1,1,1,1
3906,1,1,0,0,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
3937,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
3943,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,1,0
3949,0,1,0,1,0,0,0,0,0,Não,0,0,0,0,0,0,1,0,0
3952,1,1,1,0,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
3954,1,1,1,1,0,0,0,0,0,Sim,0,0,1,1,1,1,1,0,0
3987,1,1,0,0,0,1,1,0,0,Sim,1,0,1,1,1,0,1,0,0
3993,1,1,1,0,1,1,1,0,1,Sim,1,1,1,1,1,1,1,1,1
4063,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
4069,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
4106,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4112,1,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4114,1,1,1,1,0,0,0,1,0,Sim,1,1,1,1,1,1,0,0,0
4129,0,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4143,1,0,1,0,1,0,0,1,0,Sim,1,1,1,1,1,1,0,0,1
4157,1,1,1,1,1,1,1,1,1,Não,1,1,1,1,1,1,1,1,1
4158,1,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4159,1,1,1,1,1,0,0,1,0,Sim,0,0,1,1,1,1,1,0,0
4161,0,0,0,0,0,0,0,0,0,Sim,0,0,0,0,0,0,1,0,0
4165,1,1,1,0,0,0,0,0,0,Não,0,0,1,1,1,1,1,0,0
4166,1,0,0,1,1,1,0,1,0,Não,1,1,1,1,1,1,0,0,0
4181,1,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
4188,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4191,1,0,0,1,0,1,1,1,1,Sim,1,0,1,1,1,1,1,0,0
4192,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
4201,1,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
4228,1,1,1,1,1,1,0,0,0,Sim,1,0,1,1,1,1,1,0,0
4238,0,1,0,0,0,1,1,0,1,Sim,1,1,0,1,1,0,1,0,0
4261,0,1,0,0,0,0,0,0,0,Não,0,1,1,1,1,1,0,0,0
4265,1,1,0,0,0,0,0,1,0,Sim,0,0,1,1,1,1,1,0,0
4267,0,1,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
4280,1,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,1,0,0
4281,0,1,0,0,0,0,1,0,0,Não,0,1,1,1,1,1,0,0,0
4287,1,1,1,0,1,0,0,1,0,Não,1,1,1,1,1,1,1,0,1
4289,1,0,1,0,1,0,1,0,1,Sim,1,0,1,0,1,1,1,0,0
4298,1,0,1,0,1,0,0,1,0,Não,0,0,1,1,1,0,0,0,0
4305,1,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
4312,1,1,0,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,1,1
4346,1,0,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,0,0,0
4378,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,1,0,0,0
4381,1,1,0,0,0,0,1,0,1,Sim,1,0,1,1,1,0,1,0,0
4383,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,1,1,0,0
4390,1,1,1,1,1,0,0,1,0,Sim,0,1,1,1,1,0,0,1,1
4395,1,1,1,0,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4396,1,1,1,1,0,0,0,1,0,Não,1,1,1,1,1,1,1,0,0
4409,1,1,1,1,1,0,1,1,1,Não,1,1,1,0,0,0,0,1,1
4429,1,1,1,1,0,0,0,0,0,Não,1,0,1,1,0,1,1,0,0
4448,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
4450,1,0,0,0,1,0,1,0,1,Não,0,0,1,1,1,0,1,0,0
4453,1,0,0,0,0,0,0,0,0,Sim,0,0,1,1,1,1,1,0,0
4460,0,0,1,1,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
4482,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4502,1,1,1,1,1,0,0,1,0,Não,1,1,1,1,1,1,1,0,0
4512,1,1,1,0,0,0,0,0,0,Sim,1,1,1,1,1,1,1,0,0
4520,1,1,1,0,1,0,0,0,0,Sim,1,1,1,1,1,1,1,0,0
4545,1,1,1,0,0,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
4561,0,0,1,0,0,1,0,1,0,Não,1,1,1,1,1,1,1,0,0
4564,1,1,1,0,0,0,1,0,1,Sim,1,0,1,1,1,1,1,0,1
4576,1,1,1,1,1,0,0,0,0,Sim,1,1,1,1,1,1,1,0,0
4581,0,0,0,0,0,0,0,0,0,Não,0,0,0,1,0,0,0,0,0
4586,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
4594,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
4604,0,1,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
4609,1,0,1,1,1,0,1,0,0,Não,1,0,1,1,1,1,0,0,0
4619,1,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
4636,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
4641,1,0,0,1,1,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
4656,0,0,1,0,0,0,0,0,0,Não,1,0,1,0,0,0,0,0,0
4674,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4676,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
4680,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
4685,1,1,1,1,0,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
4689,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
4700,1,1,0,0,0,1,1,0,1,Sim,1,0,1,1,1,1,1,0,0
4718,1,1,1,1,1,0,0,1,0,Não,0,1,0,0,0,0,0,1,1
4732,1,1,1,0,0,0,1,0,1,Não,0,1,1,1,1,1,0,1,1
4744,0,0,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,1,0,0
4750,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
4759,1,1,1,1,1,0,0,0,0,Sim,1,1,1,1,1,1,0,1,0
4772,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,0,0,1
4793,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,0,1,0,0
4796,1,1,1,1,1,0,1,1,0,Sim,1,1,1,1,1,1,1,1,0
4804,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4807,1,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,0,0,0,0
4811,0,0,0,0,0,1,1,0,1,Não,0,1,1,1,0,0,1,1,1
4814,0,1,0,0,0,0,0,0,0,Não,1,0,1,1,0,0,1,0,0
4829,1,1,1,1,0,0,0,0,0,Não,0,0,1,1,0,0,1,0,0
4852,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,0,0,0,0,0
4853,0,0,0,0,0,0,0,0,0,Não,0,1,0,0,0,0,1,1,0
4856,1,1,0,1,0,0,0,1,0,Não,0,1,1,1,1,1,0,0,1
4923,1,0,0,0,0,0,0,0,0,Não,1,1,1,1,1,1,0,1,0
4927,1,1,1,1,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
4928,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
4931,1,0,1,1,1,0,1,1,0,Não,1,1,1,1,1,1,0,0,0
4936,1,1,1,1,1,0,0,0,0,Não,0,1,1,1,1,1,1,1,1
4949,1,0,1,1,0,1,1,0,1,Sim,1,1,1,1,1,1,0,1,1
4988,1,1,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
4991,0,0,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
5015,0,0,1,1,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
5016,1,0,0,1,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
5036,1,0,1,0,1,0,1,0,1,Sim,0,1,1,1,1,1,1,0,1
5037,1,1,1,1,1,0,0,1,0,Sim,0,1,1,1,1,1,1,1,1
5049,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
5052,0,0,1,0,1,1,1,0,1,Não,1,0,1,1,1,1,1,0,1
5096,1,1,1,1,1,0,0,1,0,Não,0,0,1,0,0,0,0,0,0
5097,1,0,1,1,1,0,1,1,0,Sim,1,1,1,1,1,1,1,0,0
5137,0,0,0,0,0,0,0,0,0,Não,1,0,0,0,0,0,0,0,0
5139,0,0,0,0,0,0,1,0,0,Não,0,0,0,0,0,0,0,0,0
5152,1,1,1,1,1,0,0,0,0,Sim,0,0,1,1,1,1,1,0,0
5158,1,1,1,1,1,0,0,1,0,Não,0,0,1,1,1,1,1,0,0
5162,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
5228,0,1,0,0,0,1,1,0,1,Sim,0,1,1,1,1,1,1,1,1
5237,1,1,0,0,0,1,1,0,1,Não,0,1,0,0,0,0,0,1,1
5242,0,0,1,1,1,0,0,0,0,Não,0,1,1,0,0,0,0,1,1
5244,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
5245,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
5249,1,1,1,1,1,0,0,0,0,Sim,1,1,1,1,1,1,1,0,1
5254,1,1,1,1,1,0,0,1,0,Sim,1,1,0,0,0,0,0,0,0
5299,1,0,0,0,0,1,1,0,1,Sim,0,1,1,0,0,0,0,1,1
5346,1,1,0,0,0,0,0,0,0,Sim,0,1,1,1,1,0,1,0,0
5356,1,1,0,0,0,0,1,0,0,Não,1,0,0,1,0,1,1,0,0
5361,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
5364,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,1
5368,1,1,1,1,0,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
5372,1,0,0,0,0,0,0,0,0,Não,0,1,1,1,1,0,0,0,1
5383,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,0,0,0,0,0
5433,1,0,1,1,1,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
5447,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
5458,1,1,1,1,1,0,0,1,0,Não,1,0,0,1,1,0,1,0,0
5459,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
5469,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
5470,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
5481,1,1,1,1,1,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
5482,1,1,1,0,1,0,0,0,1,Sim,1,1,1,1,1,1,1,0,1
5484,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
5485,1,0,0,0,0,0,1,0,1,Sim,1,0,1,1,1,1,1,0,0
5489,1,1,1,1,1,0,0,0,0,Não,1,1,1,1,1,1,1,0,0
5493,1,1,1,1,1,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
5506,1,0,1,1,1,0,1,1,0,Sim,1,0,1,1,1,1,1,0,0
5516,1,1,1,0,1,0,0,0,0,Sim,1,0,1,1,1,0,1,0,0
5535,1,1,1,0,0,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
5540,1,1,1,1,1,0,1,1,0,Não,1,1,1,1,1,1,1,0,0
5576,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,0,0,0
5585,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,0,1,0,0,0
5588,1,1,1,0,1,0,1,1,0,Sim,1,1,1,1,1,1,1,0,0
5622,1,1,1,1,1,0,1,1,0,Sim,1,1,1,0,0,0,1,1,1
5631,1,1,0,0,0,0,0,1,0,Sim,1,0,1,1,0,1,1,0,0
5645,1,1,1,0,1,0,0,1,0,Sim,0,1,1,1,1,1,1,0,0
5658,1,1,1,1,1,0,0,0,0,Sim,1,1,1,1,1,1,1,1,0
5663,1,0,1,1,1,0,0,1,0,Não,0,1,1,1,1,0,0,0,0
5672,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,1,0,0,0
5675,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
5679,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
5681,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
5695,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
5703,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,0,0,0
5709,1,1,1,1,1,0,1,1,1,Não,1,1,1,1,1,1,1,0,1
5727,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
5738,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,0,0,0,0,0
5748,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
5753,1,1,0,1,1,0,1,0,0,Sim,1,1,1,1,1,1,1,0,0
5757,0,1,0,0,0,0,0,0,0,Não,1,0,1,0,0,0,1,0,0
5763,0,0,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
5764,1,1,1,1,1,0,0,1,1,Sim,0,1,1,1,1,1,1,0,0
5771,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
5773,1,1,1,0,1,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
5776,1,1,1,1,1,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
5777,1,1,1,0,1,0,0,1,0,Não,1,0,0,0,0,0,0,0,0
5783,1,1,1,1,1,0,0,1,0,Não,0,1,1,1,1,1,0,1,1
5799,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
5848,0,1,1,1,1,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
5849,1,0,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,0,0,0
5881,1,1,1,1,1,0,0,1,0,Não,1,1,1,1,1,1,1,1,1
5890,1,1,1,0,0,1,1,0,1,Sim,1,0,1,1,1,1,1,0,0
5893,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,0,0,0,0
5910,1,0,0,1,0,0,0,0,0,Não,1,1,1,0,1,0,0,0,0
5917,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
5919,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
5923,1,1,0,1,0,0,0,1,0,Sim,1,1,0,0,0,0,0,1,1
5927,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
5935,1,1,1,1,0,0,1,0,1,Sim,1,1,1,1,1,1,1,1,1
5943,0,0,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
5944,1,1,1,1,0,1,1,0,1,Sim,1,1,1,1,1,1,1,1,0
5951,0,0,1,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
5967,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
5968,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
5976,0,0,1,1,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
5980,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
5990,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
6005,1,0,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
6007,1,0,0,0,0,0,0,0,0,Não,1,1,1,1,0,1,0,0,0
6025,1,1,1,0,0,0,0,1,0,Sim,0,0,1,1,1,1,1,0,0
6034,0,1,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
6038,1,1,1,1,0,0,1,0,0,Sim,1,0,1,1,1,0,1,0,0
6063,1,0,0,0,0,1,1,1,1,Sim,0,1,0,0,0,0,0,1,1
6064,0,0,1,0,0,0,1,0,0,Não,0,0,1,1,0,1,0,0,0
6070,1,0,0,0,0,0,0,0,0,Não,1,1,0,0,0,0,1,0,0
6076,1,1,1,1,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6108,0,1,0,0,0,0,1,0,0,Sim,0,0,1,0,0,0,0,0,0
6114,0,1,0,0,0,0,0,0,0,Não,1,1,1,0,0,0,1,0,0
6120,1,1,0,0,1,1,1,0,1,Não,0,1,0,0,0,0,0,0,1
6132,1,1,1,1,0,0,0,0,0,Sim,0,1,1,1,1,0,1,1,1
6138,1,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
6163,0,0,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
6192,1,1,1,1,1,0,1,1,0,Sim,1,1,1,1,1,1,1,0,0
6194,1,1,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
6218,1,1,1,1,1,0,0,1,0,Não,1,1,1,1,1,1,0,1,0
6228,1,0,1,1,1,0,1,1,0,Sim,0,1,1,1,1,1,1,0,1
6244,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6270,1,1,1,0,1,0,1,1,0,Sim,1,0,1,1,1,1,1,0,0
6275,0,0,0,0,0,0,0,0,0,Não,1,0,1,0,0,0,1,0,0
6297,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
6302,0,0,0,0,0,0,1,0,0,Sim,1,1,1,1,1,1,1,1,1
6310,0,0,0,1,0,0,0,0,0,Não,0,0,1,1,0,0,0,0,0
6318,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6322,1,1,0,0,0,1,1,0,1,Não,1,0,1,1,0,0,1,0,0
6331,1,0,0,0,0,1,1,0,0,Não,0,1,1,1,1,0,0,1,1
6336,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6345,1,1,0,0,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
6351,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,1,0,0,0
6365,1,0,0,1,0,0,1,1,0,Não,1,1,1,1,1,1,0,0,0
6367,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,1,0,0
6368,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
6383,1,1,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,1,0,0
6397,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,0,0,1
6401,0,0,0,1,0,0,0,0,0,Não,1,0,0,1,1,0,0,0,0
6402,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
6405,1,1,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
6410,0,0,1,1,1,0,0,0,0,Não,1,0,1,1,1,0,1,0,0
6414,1,1,0,1,1,0,0,0,0,Sim,1,0,1,0,1,0,1,0,0
6417,1,1,1,1,1,0,0,0,0,Sim,1,1,1,1,1,1,1,0,0
6420,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6427,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
6436,1,0,1,1,1,1,0,1,0,Não,1,0,1,1,1,1,1,0,0
6442,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6451,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,1,1,0,0
6510,1,1,0,1,0,0,1,0,0,Não,1,0,1,1,1,1,1,0,0
6518,1,0,1,1,1,1,1,1,1,Não,1,1,1,1,1,1,0,0,1
6540,1,1,1,1,1,0,0,1,0,Sim,1,1,1,1,1,1,1,0,0
6548,1,1,1,0,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6553,1,0,0,0,0,0,1,0,0,Não,0,0,1,0,0,0,0,0,0
6566,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,0,1,0,0
6567,0,1,1,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
6581,1,0,0,0,0,0,1,0,0,Não,1,0,1,1,1,1,1,0,0
6583,1,1,0,0,0,0,0,0,1,Não,1,0,1,1,1,1,1,0,0
6590,1,1,0,0,1,1,1,0,0,Não,1,0,0,0,0,0,1,0,0
6591,1,0,1,1,1,1,0,1,0,Não,1,0,1,1,1,1,1,0,1
6592,1,0,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,0,0,0
6606,1,1,1,0,0,0,0,0,0,Sim,0,1,1,1,1,0,0,1,1
6609,0,0,1,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
6610,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
6616,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
6631,1,1,1,1,1,0,1,1,0,Sim,1,1,1,1,1,1,1,0,1
6633,0,0,0,0,0,0,0,0,0,Não,1,0,0,0,0,0,1,0,1
6643,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6672,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6676,1,1,1,1,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
6697,1,0,0,0,0,0,0,0,0,Não,1,1,1,1,1,1,0,0,0
6700,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
6707,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
6726,0,0,1,0,0,0,0,0,0,Não,0,0,1,1,1,1,1,0,0
6733,0,0,1,0,0,0,0,0,0,Não,0,0,1,1,1,1,1,0,0
6743,1,1,0,0,1,0,0,0,0,Não,1,0,0,1,0,0,1,0,0
6744,1,1,1,1,1,0,0,1,0,Não,1,1,1,1,1,1,1,0,0
6750,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6754,0,1,1,0,1,1,1,1,1,Não,1,0,1,1,1,1,1,0,0
6768,1,0,1,1,0,1,1,1,1,Sim,1,0,1,1,1,1,1,0,0
6781,0,0,0,0,0,0,0,0,0,Não,0,0,0,1,0,0,1,0,0
6787,1,1,1,0,1,0,0,0,0,Não,1,1,1,1,1,0,1,0,0
6788,1,1,1,1,1,1,0,0,0,Sim,0,1,1,1,1,1,0,0,0
6799,1,1,0,1,1,0,0,1,1,Não,1,0,1,1,1,1,1,0,0
6801,1,1,1,1,0,0,1,1,0,Não,1,1,1,1,1,1,1,0,1
6812,1,1,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6814,1,1,1,1,1,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
6821,1,1,0,0,0,0,0,0,0,Não,1,1,0,1,1,1,0,0,0
6839,0,0,0,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
6847,1,1,0,0,0,0,0,0,0,Sim,1,0,1,1,1,1,0,0,0
6851,1,1,1,0,0,0,0,0,0,Sim,1,1,1,1,1,0,1,0,0
6860,1,0,1,1,1,0,0,1,0,Não,0,1,1,0,1,0,0,0,0
6863,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
6868,1,1,1,0,0,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
6886,0,0,0,0,0,0,0,0,0,Não,1,0,1,0,1,0,1,0,0
6890,1,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,1,0,0,0
6897,1,0,0,0,0,1,1,0,0,Não,0,0,1,1,1,1,0,1,0
6898,0,1,0,0,1,1,1,1,1,Sim,0,1,1,1,1,1,1,0,1
6900,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,0,0,0
6926,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
6928,0,0,1,0,1,1,1,0,1,Sim,0,1,1,1,1,0,0,1,1
6939,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
6941,1,1,0,0,0,1,1,0,1,Sim,1,1,1,1,1,1,1,0,0
6946,0,1,1,1,0,1,1,1,1,Sim,1,1,1,1,1,1,1,1,0
6957,0,0,0,0,0,0,1,0,1,Sim,1,1,1,1,1,1,0,0,1
6959,1,0,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
6976,0,0,0,0,0,0,0,0,0,Não,0,0,0,0,0,0,0,0,0
6985,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,0,0,0,0
6987,1,1,1,1,1,0,1,1,0,Sim,1,1,1,1,1,1,1,0,0
6994,1,1,1,0,0,1,1,0,1,Não,1,1,1,1,1,1,1,1,1
6998,1,1,0,0,1,0,0,0,0,Sim,1,0,1,1,1,1,1,0,0
7003,0,0,0,0,0,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
7026,0,0,0,0,0,0,0,0,0,Não,0,1,0,0,0,0,0,0,0
7032,1,1,1,1,1,0,0,1,0,Não,1,0,1,1,1,1,1,0,0
7033,0,0,1,0,0,0,0,0,0,Não,0,0,1,0,0,0,0,0,0
7035,0,0,1,1,1,0,0,0,0,Não,1,0,1,1,1,1,1,0,0
7049,1,0,1,1,1,0,0,1,0,Sim,1,0,1,1,1,1,1,0,0
7061,1,1,1,1,1,0,0,1,0,Não,0,0,1,1,1,1,1,0,0
7063,1,1,0,0,1,0,0,0,1,Sim,0,1,1,1,1,0,1,0,1
7074,0,0,0,0,0,0,0,0,0,Não,0,0,1,1,1,1,1,0,0
7076,1,1,1,0,1,0,0,1,0,Sim,0,1,1,1,1,1,1,1,1
